,Age,Tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,TechSupport,MonthlyCharges_per_Tenure,TotalCharges_per_Tenure,TotalServices
2384,0.27450980392156865,0.0857142857142857,2,3,0.3857,0.04713323566857601,0,0.11909683334099337,0.05911142168518171,5
3403,0.21568627450980393,0.44285714285714284,0,2,0.5051999999999999,0.27065525699338006,1,0.031312908964390214,0.08321122318544959,2
23,0.019607843137254943,0.14285714285714285,0,1,0.8958000000000002,0.14021286441462288,1,0.14975209703572723,0.12299959145605001,3
3140,0.8823529411764707,0.5285714285714286,1,2,0.44650000000000006,0.29391257645544067,1,0.0231974430488706,0.07570525882210845,4
158,0.7450980392156864,0.028571428571428574,0,3,0.7612000000000001,0.03521086236701968,0,0.4020212819998017,0.0937918833175552,5
1748,0.17647058823529416,0.11428571428571427,1,0,0.7504000000000002,0.10269665022669894,0,0.15605671007085134,0.10751093563569983,2
861,0.03921568627450983,0.014285714285714285,0,0,0.11030000000000001,0.006414944146468365,0,0.1702688995269323,0.0209147117536152,4
1840,0.23529411764705888,0.7428571428571429,0,1,0.1739,0.2344829322444752,1,0.00685255200604704,0.039948394746366106,4
2835,0.23529411764705888,0.8857142857142858,0,2,0.6204000000000001,0.6210351665056237,1,0.016833836879930144,0.09970841688104876,4
902,0.5490196078431373,0.6714285714285715,0,2,0.13829999999999998,0.1926892894049723,1,0.006818699381126662,0.035409583619521075,4
352,0.5686274509803921,0.028571428571428574,0,0,0.07419999999999999,0.008937284360291845,0,0.11120195645390311,0.020515720662930226,4
1230,0.5098039215686275,0.7000000000000001,1,2,0.1558,0.21134549587242524,0,0.006941273513524897,0.037755990640220824,3
2810,0.7450980392156864,0.04285714285714286,0,0,0.2553,0.02039451127260696,1,0.14931749076562467,0.040211614939525624,5
444,0.019607843137254943,0.8714285714285714,0,2,0.003500000000000003,0.15040532472732593,1,0.0005977516046432188,0.01809322168375939,5
3668,0.5098039215686275,0.45714285714285713,2,1,0.9917,0.47067539735250186,0,0.05447737184960849,0.14613379768471282,3
754,0.27450980392156865,0.9,0,0,0.27140000000000003,0.36081093717406787,1,0.007408340532837087,0.05337677777793292,2
1737,0.6470588235294118,0.1857142857142857,1,2,0.6973,0.1491657335766161,0,0.09641969903314215,0.10329411247727616,3
923,0.5882352941176471,0.5285714285714286,0,1,0.5780000000000001,0.35084385707058474,0,0.02890680613763045,0.09199033652347396,3
1666,0.27450980392156865,0.6,2,2,0.2584,0.23642024297904685,1,0.012769023956708557,0.05152334671052066,3
3710,0.9411764705882354,0.9857142857142858,0,2,0.48799999999999993,0.5759831012796321,0,0.01153625315746526,0.08192961353692368,5
2623,0.5098039215686275,0.7857142857142857,0,3,0.7233,0.6161811001910937,1,0.022556239413607036,0.11208646363354671,3
311,0.4509803921568628,0.3142857142857143,2,0,0.4722,0.25404065954880806,1,0.042553920608158505,0.11000006050144236,4
1375,0.9607843137254902,0.8714285714285714,2,3,0.1718,0.27500461549896543,1,0.005121204619996349,0.04015693012709655,2
548,0.4509803921568628,0.7571428571428571,0,2,0.5634999999999999,0.49281180992296314,1,0.01863389959693549,0.09145957876927388,3
3160,0.5294117647058824,0.8857142857142858,1,0,0.8577000000000001,0.7954015244333726,0,0.023112168935246893,0.13010230157039454,3
1746,0.8627450980392156,0.45714285714285713,1,3,0.5034999999999998,0.27675850510582084,0,0.030163989756705388,0.08250697822324574,6
2166,0.9803921568627451,0.04285714285714286,0,0,0.9748000000000001,0.05552145547661921,1,0.3929792138867589,0.1185859475528918,5
2932,0.5686274509803921,0.14285714285714285,0,3,0.7482,0.12347119089463957,1,0.1289248614944489,0.10743559541857606,3
1835,0.7647058823529412,0.24285714285714283,2,3,0.6737,0.18769975519873022,0,0.072991955434121,0.10231640246558296,3
306,0.2941176470588236,0.7714285714285715,1,3,0.39109999999999995,0.3881562700054907,0,0.013001298980892646,0.06882023142756975,3
287,0.6666666666666666,0.8428571428571429,0,3,0.2202,0.29960222790734475,1,0.006792357089399286,0.046261224629269584,4
694,0.13725490196078433,0.2571428571428571,0,3,0.5042,0.15947448048662946,0,0.05474829523876333,0.08101569821371085,4
308,0.37254901960784315,0.34285714285714286,0,0,0.5144,0.21273613971654845,0,0.04165409893504407,0.08313743235748919,3
2749,0.6470588235294118,0.4857142857142857,0,2,0.5267,0.3051180488787335,0,0.029308777138366333,0.08622145459690492,4
1756,0.07843137254901966,0.39999999999999997,2,0,0.285,0.167584571525848,0,0.02250276769206332,0.054086251493032304,3
2883,0.5294117647058824,0.3142857142857143,2,2,0.19789999999999996,0.10956715011520766,1,0.02320124205472814,0.0428447332379958,6
2380,0.4509803921568628,0.7285714285714286,0,0,0.742,0.58374673018872,0,0.025223716038331463,0.11438444141304382,3
749,0.33333333333333337,0.2857142857142857,0,0,0.7298,0.23273623562302045,0,0.066692014423152,0.10999874336477934,4
1590,0.3529411764705882,0.8857142857142858,0,1,0.5331999999999999,0.5533803434890295,1,0.014526754894158455,0.0879154717631808,3
1170,0.2549019607843137,0.41428571428571426,0,1,0.5979000000000001,0.2845664907582126,1,0.038710832277119675,0.09415492278716565,4
1953,0.9019607843137255,0.5857142857142857,0,1,0.3394,0.27009180647033015,0,0.016368925649812505,0.06166239613126084,3
1266,0.9019607843137255,0.7857142857142857,0,2,0.40540000000000004,0.4051101365947928,1,0.013112539258746989,0.07077627992854262,6
2596,0.8431372549019608,0.07142857142857142,1,0,0.8384,0.07413450403166834,1,0.2463129020007209,0.1118477427071084,3
2382,0.47058823529411764,0.9571428571428572,0,2,0.2207,0.34181546156188486,0,0.00545226309199241,0.04669998344032605,3
908,0.37254901960784315,0.9,1,3,0.49709999999999993,0.535946944539685,0,0.013287899084014721,0.08343515824054264,2
2130,0.5490196078431373,0.6428571428571429,0,0,0.9861,0.6520045651480677,0,0.03785989668369494,0.14631429651046854,3
86,0.43137254901960786,0.45714285714285713,0,1,0.8978000000000002,0.4318692411160637,0,0.04980095526107183,0.1334009600848384,4
2962,0.21568627450980393,0.5857142857142857,0,0,0.5011000000000001,0.34994473389550507,1,0.022736412862942975,0.08237934888643986,4
2018,0.4117647058823529,0.9857142857142858,0,3,0.0262,0.18684378993605438,0,0.0005228358060827692,0.020786120400444565,4
3100,0.7058823529411765,0.8571428571428572,0,0,0.43370000000000003,0.4624118559580697,0,0.01243508704467294,0.07466770609993519,1
970,0.6862745098039217,0.35714285714285715,0,1,0.7627999999999999,0.29899921596459134,1,0.055509012995811534,0.11537380922281866,5
13,0.6862745098039217,0.2714285714285714,2,1,0.8706,0.25404065954880806,0,0.08145279442155841,0.12697437700231914,4
873,0.27450980392156865,0.5571428571428572,0,1,0.6465000000000001,0.4040000191812944,0,0.030088071931103813,0.10153624656554322,4
1723,0.27450980392156865,0.014285714285714285,0,0,0.3616,0.009880764278675437,0,0.3121085822240391,0.03380279268289188,2
808,0.607843137254902,0.19999999999999998,0,2,0.9153,0.19880692348821433,1,0.11315980125834238,0.13089889062644786,4
3212,0.05882352941176472,0.12857142857142856,1,1,0.5556999999999999,0.08746790130264967,0,0.11145594713123576,0.08149084006715834,4
514,0.5294117647058824,0.6714285714285715,1,3,0.49310000000000004,0.39750715102631917,0,0.019079365002572738,0.08204063813646097,4
3000,0.9411764705882354,0.1857142857142857,0,0,0.0476,0.041603028726386035,0,0.023078479894017356,0.023297067495090626,4
409,0.5098039215686275,0.8857142857142858,2,2,0.11819999999999997,0.23954679396652387,1,0.0035469495719652354,0.03321099304838428,2
2097,0.21568627450980393,0.8571428571428572,0,3,0.6073999999999999,0.587255708233331,1,0.017178977437434607,0.09713128559268266,5
1337,0.5098039215686275,1.0,0,2,0.2717,0.4009945501147282,0,0.006221494921933481,0.053556009422515864,4
1413,0.5294117647058824,0.7571428571428571,2,3,0.5801000000000001,0.5021818722381934,1,0.019144959626477578,0.09336014618306389,5
3158,1.0,0.8714285714285714,0,0,0.8728,0.79627307449775,0,0.0239622061872129,0.13246175167809243,3
207,0.8039215686274509,0.09999999999999999,1,2,0.17709999999999998,0.032744867205501196,0,0.06607627944780008,0.03372849266600455,5
2534,0.9019607843137255,0.6857142857142857,0,2,0.41429999999999995,0.35872497140788306,0,0.015931746657603635,0.07157044230693911,4
458,0.7058823529411765,0.5857142857142857,0,0,0.9558,0.5786349152306672,1,0.04064177115490602,0.14171046967388162,4
6,0.3921568627450981,0.6,2,3,0.5976000000000001,0.4105144662924716,0,0.02582260543416903,0.09566363583388691,3
382,0.7058823529411765,0.42857142857142855,1,2,0.8428,0.38639518741323464,1,0.05030769156339729,0.12643657092472635,4
2260,0.27450980392156865,0.04285714285714286,1,3,0.03570000000000001,0.008671143900468265,0,0.0749490204426211,0.014054739794441573,2
3549,0.8823529411764707,0.3142857142857143,2,2,0.7048000000000001,0.24756457502643422,1,0.05896454048248553,0.10698979531725204,2
1929,0.9019607843137255,0.9428571428571428,2,1,0.33149999999999996,0.423645261141335,0,0.00836312328565186,0.06094120164518221,3
2484,0.7450980392156864,1.0,1,0,0.0952,0.24970448818312388,0,0.002070628759969134,0.030114725594646924,5
2310,0.13725490196078433,0.44285714285714284,0,1,0.5912,0.29928333888791653,0,0.03572567628774557,0.09288913811237412,2
1883,0.6666666666666666,0.6714285714285715,0,0,0.2646,0.2655026817847235,1,0.01118319224467976,0.05198706979551013,4
1713,0.9607843137254902,0.2857142857142857,2,2,0.08440000000000003,0.06937634418914676,1,0.017017595286636728,0.027161384355212828,5
3487,0.6666666666666666,0.7285714285714286,1,0,0.7032,0.5627096455536562,0,0.02398411373889658,0.1099563847084966,4
2437,0.823529411764706,0.09999999999999999,0,3,0.41130000000000005,0.05501315117497416,0,0.11013895843395531,0.06133094893964854,3
2092,0.7450980392156864,0.4714285714285714,1,2,0.2896,0.19754335571950238,1,0.018814661793270942,0.05464866016371691,6
1393,0.8823529411764707,0.22857142857142856,1,3,0.4715000000000001,0.1344309029834106,1,0.05829663907172187,0.0754761861546589,5
552,0.5294117647058824,0.3,0,1,0.9344000000000001,0.2960740685683322,1,0.07864329643930311,0.13555395224425948,4
3477,0.21568627450980393,0.15714285714285714,2,2,0.9684999999999999,0.1658642491841956,1,0.1473272458683718,0.13487219119298385,6
222,0.03921568627450983,0.3,0,2,0.8747,0.2804185358438451,1,0.07424815341415529,0.12796042590966378,5
1382,0.9803921568627451,0.4714285714285714,0,0,0.5925,0.32048706101809515,1,0.0334687143959497,0.09383563541321373,5
1096,0.9019607843137255,0.7571428571428571,0,3,0.38430000000000003,0.37733442347023183,0,0.013116914217782386,0.06803683617289183,3
3238,0.6666666666666666,0.5142857142857143,2,0,0.6335,0.3683647706756371,1,0.03226878350178411,0.09978695615383383,5
8,0.3529411764705882,0.35714285714285715,0,2,0.04819999999999999,0.07785687397649813,1,0.01069376903978175,0.02400212512200682,4
1925,0.5490196078431373,0.9857142857142858,0,3,0.1884,0.32579428541286537,0,0.004391125746304164,0.0426187094471872,4
634,0.23529411764705888,0.5285714285714286,1,3,0.6972,0.4042457795158162,0,0.0340821375458447,0.10726584845691807,4
316,0.6862745098039217,0.24285714285714283,0,0,0.5065,0.15166409717243745,1,0.0580911690306048,0.08115802576184933,4
3303,0.6470588235294118,0.39999999999999997,0,0,0.05349999999999999,0.08736600067614064,0,0.009436358402616349,0.024255983513038544,4
1328,0.11764705882352944,0.6428571428571429,1,3,0.722,0.5083870209771432,0,0.028345153721488395,0.11222538552850353,3
427,0.4509803921568628,0.39999999999999997,2,2,0.007800000000000001,0.07292128716076084,0,0.006856941968371308,0.01888453809218573,2
2078,0.8823529411764707,0.2571428571428571,1,1,0.05890000000000001,0.05869715853100057,0,0.017047612366685134,0.024802757337312416,4
105,0.5098039215686275,0.6,0,2,0.2147,0.2126917829732445,0,0.011087297805278652,0.045507173024948507,3
2112,0.03921568627450983,0.2714285714285714,1,2,0.8351999999999999,0.24706706020289018,1,0.07859842300010562,0.12326977816031674,5
142,0.5098039215686275,0.5857142857142857,0,3,0.8654000000000002,0.5353703068767339,0,0.0370819638322901,0.1304859488436386,4
121,0.5294117647058824,0.6714285714285715,2,1,0.10389999999999999,0.17391319984750875,1,0.0056299538981003224,0.031134815545886554,6
3418,0.13725490196078433,0.8285714285714286,2,1,0.18430000000000002,0.26945522726237375,0,0.005973618834981047,0.04157398004917175,3
3278,0.7058823529411765,0.07142857142857142,0,3,0.6943999999999999,0.06217496697220871,0,0.21147989482367002,0.09278787780364484,1
3580,0.2549019607843137,0.04285714285714286,0,1,0.36799999999999994,0.02576167721238249,0,0.18748382321281276,0.052186697261290764,4
1189,0.09803921568627455,0.41428571428571426,0,2,0.48900000000000005,0.24609840483560438,1,0.032762534478941834,0.08031153538269697,5
2462,0.5490196078431373,0.2714285714285714,0,1,0.8092000000000001,0.2408978763909436,0,0.07650199201259794,0.11999251055829778,3
3240,0.2549019607843137,0.6,0,0,0.6715,0.448543780105641,1,0.02866653135157566,0.10530568411629583,4
2099,0.13725490196078433,0.21428571428571427,0,0,0.2264,0.08194488734586033,1,0.0375994423303851,0.04599201639450477,4
1689,0.6666666666666666,0.0,2,3,0.5841000000000001,0.00825754723993162,0,0.6589751839013451,0.046060066468795104,5
115,0.6666666666666666,0.04285714285714286,0,1,0.08929999999999999,0.01073553071045117,1,0.09310088751599535,0.018660746441321083,5
2132,0.9803921568627451,0.8285714285714286,0,3,0.79,0.6995118360574769,1,0.023067191419469234,0.12153491522315003,4
1952,0.019607843137254943,0.8428571428571429,0,3,0.49590000000000006,0.614976275136487,0,0.014445387662144104,0.10393781859079447,4
1949,0.1960784313725491,0.39999999999999997,1,2,0.6304000000000001,0.2899648263013909,0,0.04199796323666368,0.09959486323648965,1
3327,0.9215686274509803,0.5285714285714286,1,2,0.8542000000000001,0.4785720964915015,0,0.04089863948451616,0.12852674113536908,2
1995,0.8823529411764707,0.45714285714285713,1,3,0.8123,0.39844463679020226,1,0.04554287625873014,0.12243388423923755,6
2670,0.43137254901960786,0.8428571428571429,2,2,0.3625,0.40362118861686086,0,0.010742397896441675,0.06528453810053797,3
3493,0.33333333333333337,0.41428571428571426,0,1,0.11170000000000002,0.11115200456514808,0,0.01215378554182064,0.03174880466766265,3
3548,0.6470588235294118,0.15714285714285714,0,2,0.09199999999999997,0.03951586412930111,0,0.03316169269807505,0.026447091011045976,3
3682,0.09803921568627455,0.8714285714285714,0,0,0.7113,0.675765393588173,0,0.019621518950257877,0.11112257454228804,6
1951,0.607843137254902,0.19999999999999998,2,1,0.9606000000000001,0.20697096191793768,1,0.11795387529299639,0.13659120067022862,5
2522,0.3529411764705882,0.21428571428571427,1,2,0.5851999999999999,0.14913336514231323,1,0.07333742469389853,0.09008295759221643,6
2761,0.2549019607843137,0.12857142857142856,1,1,0.6456999999999999,0.10037211711139299,0,0.12530998407665372,0.09457790995075328,4
672,0.33333333333333337,0.2857142857142857,0,1,0.8755,0.2686100514777989,0,0.07790608766174863,0.12818981913571462,3
2554,0.23529411764705888,0.15714285714285714,0,3,0.09079999999999999,0.039798788221726174,0,0.03300539074279341,0.026689880604690117,1
91,0.33333333333333337,0.04285714285714286,0,2,0.30539999999999995,0.0224277284791871,0,0.16628406801144655,0.0447480767705986,3
1109,0.9607843137254902,0.7142857142857143,0,3,0.2664,0.28276944323895337,0,0.010315556901075565,0.05218330232205761,2
2212,0.7450980392156864,0.9285714285714286,0,2,0.8563000000000001,0.8334931774533476,0,0.021823774372228735,0.1302243642996302,5
591,0.9803921568627451,0.45714285714285713,2,0,0.2634,0.18180390483200787,0,0.018206507084632402,0.05135105808312663,2
2177,0.7450980392156864,0.7714285714285715,2,0,0.7639,0.6337967214372544,0,0.02427364713679938,0.11775475326397324,4
3479,0.5686274509803921,0.42857142857142855,2,2,0.9528000000000001,0.42611485279555383,0,0.0561283112522708,0.14028367932197627,2
3330,0.4117647058823529,0.12857142857142856,1,3,0.1997,0.04377770797917871,1,0.056655534324915865,0.037181552178108375,3
888,0.27450980392156865,0.6142857142857143,2,0,0.3413,0.28322859547369406,0,0.015496387822531207,0.06178655664320166,4
2375,0.43137254901960786,0.7857142857142857,0,2,0.9547000000000001,0.7704994089763664,0,0.02943032628317173,0.14228918586661504,4
3193,0.8627450980392156,0.4714285714285714,0,1,0.07899999999999996,0.11284115730339775,0,0.008626007193983567,0.02765075128462076,2
1576,0.8039215686274509,0.7714285714285715,0,0,0.3727000000000001,0.37700954029630307,1,0.012444938449592529,0.06659966928001056,3
3686,0.3137254901960784,0.9142857142857143,2,3,0.6381000000000001,0.6520273429351697,0,0.016630195364644485,0.10165822874182678,1
1714,0.05882352941176472,0.6142857142857143,0,0,0.1713,0.19408352974179585,0,0.009099585578597483,0.03968675962023351,3
213,0.4509803921568628,0.09999999999999999,0,0,0.8045,0.0948203312130011,1,0.18411609497262413,0.110673590154526,3
778,0.7058823529411765,0.6285714285714286,0,2,0.8498000000000001,0.5637202600024457,0,0.03377161011053275,0.12827616867707975,2
2679,0.0,1.0,1,1,0.7629000000000001,0.8169385215537808,0,0.01777336720950791,0.11800347257050357,5
1448,0.07843137254901966,0.05714285714285714,0,1,0.6181999999999999,0.04631683182560368,0,0.22603396379463683,0.08023733123679916,4
2316,0.4117647058823529,0.11428571428571427,1,2,0.3472,0.05682578349593476,0,0.08778401600383162,0.05633798780481981,3
800,0.17647058823529416,0.1857142857142857,1,3,0.02679999999999999,0.037359167340010026,1,0.02073047718800874,0.02014080277771675,5
3084,0.6862745098039217,0.7857142857142857,0,1,0.7463,0.6345843533386243,0,0.02323948918888788,0.11568829382061231,3
3593,1.0,0.028571428571428574,1,2,0.15759999999999996,0.012295209711489358,1,0.1465066606031432,0.029880866291494043,3
2218,0.6666666666666666,0.3857142857142857,1,3,0.607,0.27036513991555433,1,0.04224786670769443,0.09579360263458638,6
1567,0.019607843137254943,0.19999999999999998,0,2,0.1846,0.0692133031867323,0,0.035830222955435524,0.040540782589340726,3
2841,0.33333333333333337,0.9857142857142858,0,1,0.14990000000000003,0.25404065954880806,0,0.0034729434855241175,0.03134442488470338,4
3321,0.4117647058823529,0.9571428571428572,1,2,0.2929,0.3999899298204391,0,0.0072240627928057645,0.0561055902737383,6
1518,0.5098039215686275,0.6714285714285715,0,3,0.9186000000000001,0.6384278052043648,0,0.03378317904407585,0.1368912457460776,3
2210,0.37254901960784315,0.15714285714285714,0,2,0.13229999999999997,0.048214581140471814,0,0.03841083336295007,0.03391184224613883,2
3381,0.9803921568627451,0.0,0,0,0.21600000000000003,0.003854241343841487,1,0.3473286228141683,0.021498709886349637,3
1343,0.3137254901960784,0.7142857142857143,0,2,0.49590000000000006,0.26492604412177245,1,0.0177887441379789,0.04835525114430395,4
273,0.6274509803921569,0.2571428571428571,0,2,0.7961,0.22600240245712386,1,0.07946158814323138,0.11812454444802149,3
1812,0.23529411764705888,0.6142857142857143,0,1,0.6618000000000002,0.4550078763190137,1,0.02755624146477096,0.10437205712227757,7
71,0.8039215686274509,0.6285714285714286,0,3,0.06690000000000002,0.14408029289836552,0,0.0049528707940484805,0.02650552958954562,1
720,0.5294117647058824,0.9714285714285714,1,2,0.13579999999999998,0.27723803746586334,1,0.0032510806698580795,0.03561516115196021,6
1740,1.0,0.44285714285714284,0,2,0.09660000000000002,0.11368992958067294,1,0.010347133053657712,0.030148042397673894,3
1087,0.09803921568627455,0.9571428571428572,0,1,0.6765000000000001,0.7126522215535411,0,0.016637668959454014,0.10665660819804512,1
394,0.6274509803921569,0.04285714285714286,2,2,0.8362,0.047570808947114775,0,0.34604173671568283,0.10084666992100742,2
583,0.3137254901960784,0.9142857142857143,0,2,0.1735,0.28903932884650885,1,0.004710592466790445,0.0403029634330151,5
3625,0.37254901960784315,0.21428571428571427,1,3,0.6579000000000002,0.16438369302256442,1,0.08057864910255916,0.10009064539623268,4
2510,0.4509803921568628,0.8714285714285714,0,0,0.0014000000000000123,0.14919570434911877,0,0.0005413092319026267,0.017879025349361338,4
2517,0.5098039215686275,0.9428571428571428,2,2,0.9316,0.9078758394813379,0,0.023306241468723503,0.14038258302460271,4
500,0.2941176470588236,0.0857142857142857,0,0,0.8897000000000002,0.08863796026115334,1,0.22577291782071163,0.11698909158994926,4
2533,0.07843137254901966,0.0,0,3,0.4281,0.004490820551797887,1,0.5269000316883607,0.02504950769339525,4
2769,0.019607843137254943,0.44285714285714284,2,2,0.9452,0.43747976972856073,0,0.053889858060626884,0.13960736763985118,2
2525,0.17647058823529416,0.6714285714285715,0,2,0.9698000000000002,0.6717217369621147,0,0.035552474646719706,0.1444713031423858,5
3721,0.7843137254901961,0.6285714285714286,0,3,0.9571000000000001,0.6239639103945833,0,0.03772134919427111,0.14288639478038412,3
3455,0.07843137254901966,0.8,2,2,0.5589,0.5149386318462236,1,0.017283794502273783,0.09052862657586357,4
1967,0.7058823529411765,0.34285714285714286,2,0,0.7311000000000001,0.27721645850966137,1,0.055766862980682015,0.11080412956881114,4
2458,0.9215686274509803,0.42857142857142855,0,2,0.9572,0.43026160887902115,1,0.05636113603982574,0.14172932546305098,4
2178,0.8039215686274509,0.7000000000000001,0,2,0.12869999999999998,0.19439282811402323,0,0.006041515689248405,0.03404772050326636,4
1763,0.37254901960784315,0.8714285714285714,0,2,0.9343000000000001,0.8418634147978893,1,0.02561516138890166,0.1405347669415449,3
2830,0.17647058823529416,0.7857142857142857,1,3,0.6179999999999999,0.548677329867913,0,0.01942814370329951,0.0988748256833617,2
1259,0.21568627450980393,0.2857142857142857,0,0,0.9672000000000001,0.29140342338151837,0,0.08496394981671988,0.13974799730817794,3
2659,0.7450980392156864,0.5142857142857143,1,0,0.41750000000000004,0.27468812414133736,0,0.022643873623914797,0.07228578253478887,2
3562,0.4509803921568628,0.6285714285714286,0,3,0.5645,0.41006610353583184,0,0.023269647756473534,0.0910121258596691,3
2364,0.6470588235294118,0.12857142857142856,0,3,0.16899999999999998,0.04127335022885682,1,0.05192976838908997,0.034641707419019764,6
205,0.6274509803921569,0.9428571428571428,0,2,0.7119,0.7310914396280749,0,0.017835481487352336,0.11137987737387853,1
733,0.5098039215686275,0.3142857142857143,0,0,0.49590000000000006,0.16411515490094064,0,0.04422602590059854,0.06820017125092466,1
1176,0.27450980392156865,0.9571428571428572,1,2,0.5163,0.5827900631304354,0,0.012706334997261492,0.08566058638247105,2
526,0.9215686274509803,0.9857142857142858,2,2,0.8924000000000001,0.9164954336531017,0,0.02118074422913932,0.13543259524668289,2
2934,0.13725490196078433,0.2714285714285714,0,0,0.8047,0.24030205743359082,0,0.07613914818783699,0.11967599248635775,5
915,0.823529411764706,0.19999999999999998,2,3,0.8212000000000002,0.18076092194891544,0,0.10320125011792425,0.11831646139164147,5
898,0.8039215686274509,0.2571428571428571,0,2,0.29119999999999996,0.11047106861388775,1,0.0367149571481443,0.05368191080113143,4
377,0.5490196078431373,0.07142857142857142,2,3,0.2557,0.032906709377015536,1,0.10536017087525187,0.046143176344827654,4
2620,0.13725490196078433,0.5428571428571429,0,1,0.8205,0.47690212504765356,0,0.0383277979492067,0.12462731907600925,3
1559,1.0,0.6857142857142857,2,3,0.4409,0.37476532885130426,0,0.01683256692654348,0.07514932552036814,2
2357,0.23529411764705888,0.8,0,1,0.2536,0.3081546875487025,0,0.008370765331048281,0.050755263880774,3
1963,0.5490196078431373,0.42857142857142855,1,1,0.6359000000000001,0.3099013841701572,0,0.03935963507587065,0.09976922680111998,2
3344,0.5098039215686275,0.3714285714285714,0,2,0.1632,0.11544022269482802,0,0.017092363105072318,0.03780400780659664,3
348,0.9803921568627451,0.6285714285714286,0,2,0.5193000000000001,0.38626811133782335,0,0.021605824768729135,0.08524066206963696,2
386,0.8823529411764707,0.8428571428571429,0,2,0.4803,0.48567037425103043,0,0.014012354376199892,0.08028995026515215,5
198,0.03921568627450983,0.12857142857142856,1,3,0.7421,0.11197440256262095,0,0.14014919698263476,0.10634460098879044,5
2584,0.03921568627450983,0.9285714285714286,1,3,0.468,0.5263047476101307,1,0.012010383326629449,0.07907578909220021,3
1709,0.03921568627450983,0.5714285714285715,0,3,0.18569999999999998,0.1881984688531744,0,0.010678090602909363,0.041588373023871646,3
1050,0.9215686274509803,0.028571428571428574,0,3,0.14100000000000001,0.011798893718845384,1,0.13947958519693957,0.028496656976883035,4
590,0.6470588235294118,0.44285714285714284,1,2,0.49590000000000006,0.3565754676039926,0,0.030835714358492486,0.11225712615080476,5
519,0.8823529411764707,0.8857142857142858,1,0,0.7829999999999999,0.7422441634917629,0,0.021135803977252114,0.12083641612064118,3
3024,0.23529411764705888,0.7428571428571429,0,0,0.0695,0.169819192323646,1,0.0035788943870927225,0.026589499376746692,5
2542,0.4117647058823529,1.0,2,2,0.6076999999999999,0.684016946673604,0,0.014123427105616312,0.09740825088950389,1
1083,0.9803921568627451,0.5571428571428572,1,2,0.4725,0.32145571638538095,0,0.022901994230960183,0.07907640253391225,3
2213,0.09803921568627455,0.014285714285714285,2,2,0.7876000000000001,0.02290006785382895,0,0.5525530900989597,0.0822166836866777,4
3745,0.3529411764705882,0.7285714285714286,0,2,0.14149999999999996,0.21233573019591298,0,0.006038634058675636,0.03620683281420152,2
1809,0.09803921568627455,0.014285714285714285,2,1,0.8101,0.02133799119099055,0,0.5652526239655927,0.07640790836642604,2
3636,0.4509803921568628,0.42857142857142855,0,0,0.8662000000000001,0.39352463477616634,0,0.05154589611539402,0.12892204580213928,5
792,0.5098039215686275,0.7714285714285715,0,2,0.26270000000000004,0.3026508548863148,0,0.00911887005595052,0.051786527984623715,2
3550,0.7254901960784313,0.7571428571428571,2,0,0.5339,0.47256595368196935,1,0.017722611833414666,0.08735303034500501,4
1980,0.4509803921568628,0.6142857142857143,2,1,0.7162,0.48268768297156617,0,0.029603218182829752,0.11123410948192405,6
2405,0.2549019607843137,0.45714285714285713,1,3,0.7484999999999999,0.374842054028911,1,0.042365502687392115,0.11468954977317862,3
3355,0.5294117647058824,0.24285714285714283,2,0,0.6762000000000001,0.18937931728977905,1,0.07321475427388649,0.10330255921603808,4
1530,0.8823529411764707,0.8142857142857143,0,2,0.7397,0.6508980442272697,0,0.022097147928639406,0.11455230290050879,4
1410,0.03921568627450983,0.9571428571428572,0,2,0.08529999999999999,0.23047284288361994,1,0.002129525148915839,0.02869818769660113,4
3187,0.823529411764706,0.6571428571428571,1,2,0.831,0.579828950807173,0,0.031498270847595114,0.12630770683293738,3
2971,0.607843137254902,0.4857142857142857,0,3,0.45659999999999995,0.27317160305270305,1,0.026011601864103433,0.07632172034683675,4
83,0.27450980392156865,0.0857142857142857,2,3,0.3916,0.04795323600424866,0,0.12034562083787896,0.060254898945077746,3
2946,0.1568627450980392,0.9857142857142858,0,1,0.4823,0.5691797359215294,1,0.011400314485090032,0.08086063512494608,3
20,0.8431372549019608,0.35714285714285715,1,0,0.281,0.14849798476525694,0,0.025293529455348126,0.053189648422580574,4
2107,0.2941176470588236,0.22857142857142856,0,3,0.661,0.17330059725755445,1,0.07612302179562538,0.09956648063003867,2
1562,0.8627450980392156,0.028571428571428574,0,3,0.9216,0.03932405118528411,0,0.4699214564067334,0.10526343442487489,2
973,0.9411764705882354,0.8571428571428572,0,2,0.6144000000000001,0.5926192776804061,0,0.017370153216072094,0.09809637090880696,2
1710,0.8627450980392156,0.24285714285714283,1,2,0.8139000000000001,0.2150414915374527,0,0.08548651436816987,0.11837013337752454,4
2446,0.6862745098039217,0.5857142857142857,0,2,0.26039999999999996,0.22991658534597065,1,0.013258032082482222,0.05123938241342149,4
1098,0.4901960784313726,0.3857142857142857,0,2,0.5903,0.2624612477911541,0,0.04127277606138283,0.09275309221938387,5
886,0.33333333333333337,0.21428571428571427,0,2,0.3141,0.09588729071409563,1,0.046334729546884904,0.05514140788579545,3
2270,0.4901960784313726,0.3142857142857143,1,2,0.17119999999999996,0.09918647335118794,1,0.02131747786451089,0.03801950439129022,3
